nodes,group_size,rep,mode,payload_bytes,op_id,root,group_idx,size,legs,start_ns,complete_ns,duration_ns,matrix_path,link_crosses
16,2,69,baseline,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r69.cm,11
16,2,69,mcast,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r69.cm,11
16,2,70,baseline,,1,1,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r70.cm,7
16,2,70,mcast,,1,1,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r70.cm,7
16,2,71,baseline,,1,0,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r71.cm,11
16,2,71,mcast,,1,0,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r71.cm,11
16,2,72,baseline,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r72.cm,11
16,2,72,mcast,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r72.cm,11
16,2,73,baseline,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r73.cm,11
16,2,73,mcast,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r73.cm,11
16,2,74,baseline,,1,1,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r74.cm,7
16,2,74,mcast,,1,1,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r74.cm,7
16,2,75,baseline,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r75.cm,11
16,2,75,mcast,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r75.cm,11
16,2,76,baseline,,1,9,0,2048,1,0,1137,1137,bcast_sweep/bcast_n16_g2_r76.cm,3
16,2,76,mcast,,1,9,0,2048,1,0,1137,1137,bcast_sweep/bcast_n16_g2_r76.cm,3
16,2,77,baseline,,1,1,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r77.cm,11
16,2,77,mcast,,1,1,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r77.cm,11
16,2,78,baseline,,1,9,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r78.cm,11
16,2,78,mcast,,1,9,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r78.cm,11
16,2,79,baseline,,1,2,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r79.cm,11
16,2,79,mcast,,1,2,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r79.cm,11
16,2,80,baseline,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r80.cm,11
16,2,80,mcast,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r80.cm,11
16,2,81,baseline,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r81.cm,11
16,2,81,mcast,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r81.cm,11
16,2,82,baseline,,1,7,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r82.cm,11
16,2,82,mcast,,1,7,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r82.cm,11
16,2,83,baseline,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r83.cm,11
16,2,83,mcast,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r83.cm,11
16,2,84,baseline,,1,0,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r84.cm,11
16,2,84,mcast,,1,0,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r84.cm,11
16,2,85,baseline,,1,0,0,2048,1,0,1137,1137,bcast_sweep/bcast_n16_g2_r85.cm,3
16,2,85,mcast,,1,0,0,2048,1,0,1137,1137,bcast_sweep/bcast_n16_g2_r85.cm,3
16,2,86,baseline,,1,3,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r86.cm,11
16,2,86,mcast,,1,3,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r86.cm,11
16,2,87,baseline,,1,12,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r87.cm,11
16,2,87,mcast,,1,12,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r87.cm,11
16,2,88,baseline,,1,3,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r88.cm,11
16,2,88,mcast,,1,3,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r88.cm,11
16,2,89,baseline,,1,12,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r89.cm,7
16,2,89,mcast,,1,12,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r89.cm,7
16,2,90,baseline,,1,12,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r90.cm,11
16,2,90,mcast,,1,12,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r90.cm,11
16,2,91,baseline,,1,3,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r91.cm,11
16,2,91,mcast,,1,3,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r91.cm,11
16,2,92,baseline,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r92.cm,11
16,2,92,mcast,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r92.cm,11
16,2,93,baseline,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r93.cm,11
16,2,93,mcast,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r93.cm,11
16,2,94,baseline,,1,11,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r94.cm,7
16,2,94,mcast,,1,11,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r94.cm,7
16,2,95,baseline,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r95.cm,11
16,2,95,mcast,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r95.cm,11
16,2,96,baseline,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r96.cm,11
16,2,96,mcast,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r96.cm,11
16,2,97,baseline,,1,0,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r97.cm,11
16,2,97,mcast,,1,0,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r97.cm,11
16,2,98,baseline,,1,2,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r98.cm,7
16,2,98,mcast,,1,2,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r98.cm,7
16,2,99,baseline,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r99.cm,11
16,2,99,mcast,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r99.cm,11
16,2,100,baseline,,1,9,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r100.cm,11
16,2,100,mcast,,1,9,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r100.cm,11
16,2,101,baseline,,1,2,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r101.cm,11
16,2,101,mcast,,1,2,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r101.cm,11
16,2,102,baseline,,1,1,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r102.cm,11
16,2,102,mcast,,1,1,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r102.cm,11
16,2,103,baseline,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r103.cm,11
16,2,103,mcast,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r103.cm,11
16,2,104,baseline,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r104.cm,11
16,2,104,mcast,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r104.cm,11
16,2,105,baseline,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r105.cm,11
16,2,105,mcast,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r105.cm,11
16,2,106,baseline,,1,3,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r106.cm,11
16,2,106,mcast,,1,3,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r106.cm,11
16,2,107,baseline,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r107.cm,11
16,2,107,mcast,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r107.cm,11
